scale,class_code,class_name,item_idx,subclass,source_id,eval_mode,prompt_preview,gold,search_status,best_path_json,n_paths_evaluated,n_apply_failures,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_terminal_entropy_nats,argmax_token_str,argmax_token_id,next_token_entropy_nats,top5_json,gold_first_token_rank,gold_first_token_prob,wallclock_sec
3B,C1,factual_recall,49,date,C1_49_date,first_token_str,Q: In what year was the printing press invented by Gutenberg? A:,1440,ok,"[1.0,1.0,0.1]",27,0,-0.19982454644284833,-0.16382961926971654,2.3502930623513683,1.9269285202026367,145,9591,1.9269285202026367,"[[""145"",0.5351256132125854],[""J"",0.1395958662033081],[""147"",0.11304818093776703],["" Johannes"",0.041914280503988266],[""The"",0.029490379616618156]]",7,0.016672348603606224,4.539827585220337
3B,C1,factual_recall,50,arithmetic,C1_50_arithmetic,first_token_str,Q: What is 2 + 3? A:,5,ok,"[0.5,0.5,1.0]",27,0,-0.0033487658676704664,-0.001989764778029461,0.03938745928031427,0.02340318262577057,5,20,0.02340318262577057,"[[""5"",0.9974048733711243],[""Five"",0.001046846155077219],[""The"",0.0006973498966544867],[""I"",0.00035064955591224134],[""Answer"",8.459809760097414e-05]]",0,0.9974048733711243,4.720986604690552
3B,C1,factual_recall,51,arithmetic,C1_51_arithmetic,first_token_str,Q: What is 4 + 5? A:,9,ok,"[0.5,1.0,0.5]",27,0,-0.0013219265699085144,-0.0008709294822284067,0.015548214178394389,0.01024368405342102,9,24,0.01024368405342102,"[[""9"",0.9990723729133606],[""Nine"",0.000277850340353325],[""The"",0.00017117863171733916],[""Answer"",0.00010880776244448498],[""="",5.915775182074867e-05]]",0,0.9990723729133606,4.6328911781311035
3B,C1,factual_recall,52,arithmetic,C1_52_arithmetic,first_token_str,Q: What is 6 + 2? A:,8,ok,"[0.5,1.0,1.0]",27,0,-0.0032133511249609783,-0.0026184000812308917,0.03779474038768698,0.03079705499112606,8,23,0.03079705499112606,"[[""8"",0.996109664440155],[""The"",0.0025474862195551395],[""Eight"",0.0008400718797929585],[""6"",5.005765342502855e-05],[""Answer"",4.9668102292343974e-05]]",0,0.996109664440155,4.704483509063721
3B,C1,factual_recall,53,arithmetic,C1_53_arithmetic,first_token_str,Q: What is 3 + 4? A:,7,ok,"[0.1,0.1,0.1]",27,0,-0.0003098936567225715,-0.00022110556707837832,0.0036449021125143327,0.002600595820695162,7,22,0.002600595820695162,"[[""7"",0.9997844099998474],[""Seven"",0.00011059999087592587],[""The"",2.7530515581020154e-05],[""I"",7.826242836017627e-06],[""="",6.337884315144038e-06]]",0,0.9997844099998474,4.570269823074341
3B,C1,factual_recall,54,arithmetic,C1_54_arithmetic,first_token_str,Q: What is 7 + 1? A:,8,ok,"[0.5,1.0,0.5]",27,0,-0.0018046931270204803,-0.000723166442529455,0.021226409926182695,0.008505727164447308,8,23,0.008505727164447308,"[[""8"",0.999133288860321],[""The"",0.0005110761849209666],[""Eight"",0.00017388490960001945],[""I"",3.216547338524833e-05],[""Answer"",2.2987629563431256e-05]]",0,0.999133288860321,4.699361085891724
3B,C1,factual_recall,55,arithmetic,C1_55_arithmetic,first_token_str,Q: What is 5 + 3? A:,8,ok,"[1.0,1.0,0.5]",27,0,-0.007372996609637223,-0.004221484994115299,0.0867195902047334,0.04965219274163246,8,23,0.04965219274163246,"[[""8"",0.9929366707801819],[""The"",0.0053758518770337105],[""Eight"",0.001075238105840981],[""**"",7.911653665360063e-05],[""I"",7.09196028765291e-05]]",0,0.9929366707801819,4.577592849731445
3B,C1,factual_recall,56,arithmetic,C1_56_arithmetic,first_token_str,Q: What is 2 + 6? A:,8,ok,"[0.1,0.1,0.1]",27,0,-0.0024178521181799726,-0.002079640089790801,0.028438253259217297,0.02446027658879757,8,23,0.02446027658879757,"[[""8"",0.9969435334205627],[""The"",0.002250031102448702],[""Eight"",0.0004097610944882035],[""10"",7.120579539332539e-05],[""2"",6.283889524638653e-05]]",0,0.9969435334205627,4.568048000335693
3B,C1,factual_recall,57,arithmetic,C1_57_arithmetic,first_token_str,Q: What is 1 + 4? A:,5,ok,"[0.5,0.5,1.0]",27,0,-0.0012982438893638312,-0.0004971867824600216,0.015269663616049069,0.005847803317010403,5,20,0.005847803317010403,"[[""5"",0.9994701743125916],[""Five"",0.00023406650871038437],[""The"",7.138625369407237e-05],[""Answer"",5.918128226767294e-05],[""You"",2.428794869047124e-05]]",0,0.9994701743125916,4.59908390045166
3B,C1,factual_recall,58,arithmetic,C1_58_arithmetic,first_token_str,Q: What is 4 + 4? A:,8,ok,"[0.1,0.1,0.1]",27,0,-0.001099019984253465,-0.0007545508172101194,0.012926435167038883,0.008874863386154175,8,23,0.008874863386154175,"[[""8"",0.9991148114204407],[""Eight"",0.0004953427705913782],[""The"",0.00017661982565186918],[""="",3.423931775614619e-05],[""Answer"",2.794531792460475e-05]]",0,0.9991148114204407,4.570992469787598
3B,C1,factual_recall,59,arithmetic,C1_59_arithmetic,first_token_str,Q: What is 6 + 3? A:,9,ok,"[0.5,0.5,1.0]",27,0,-0.0026847938100222663,-0.0014152683268299174,0.03157796365795312,0.01664607971906662,9,24,0.01664607971906662,"[[""9"",0.998256504535675],[""The"",0.0008288302342407405],[""Nine"",0.0004367628425825387],[""Answer"",9.226849942933768e-05],[""I"",6.341515108942986e-05]]",0,0.998256504535675,4.52396035194397
3B,C1,factual_recall,60,arithmetic,C1_60_arithmetic,first_token_str,Q: What is 2 * 3? A:,6,ok,"[0.1,0.5,0.1]",27,0,-0.007474942667575095,-0.005092009380783727,0.08791865767152221,0.05989111214876175,6,21,0.05989111214876175,"[[""6"",0.9926222562789917],[""Six"",0.003693594364449382],[""The"",0.0012371990596875548],[""*"",0.0005490037729032338],[""Answer"",0.0005238630692474544]]",0,0.9926222562789917,4.628286123275757
3B,C1,factual_recall,61,arithmetic,C1_61_arithmetic,first_token_str,Q: What is 3 * 3? A:,9,ok,"[0.1,0.1,0.1]",27,0,-0.003587880440115915,-0.0017928281574935076,0.042199873124007824,0.021086856722831726,9,24,0.021086856722831726,"[[""9"",0.9978542327880859],[""Nine"",0.0005694166175089777],[""*"",0.000397516880184412],[""The"",0.0003508074441924691],[""6"",0.0001736623526085168]]",0,0.9978542327880859,4.552788019180298
3B,C1,factual_recall,62,arithmetic,C1_62_arithmetic,first_token_str,Q: What is 4 * 2? A:,8,ok,"[0.1,0.1,0.1]",27,0,-0.008319254815397841,-0.004086953677158754,0.09784927439910394,0.04806986451148987,8,23,0.04806986451148987,"[[""8"",0.994244396686554],[""Eight"",0.00210798648186028],[""The"",0.0011641406454145908],[""*"",0.0009209110285155475],[""16"",0.0005006906576454639]]",0,0.994244396686554,4.720298767089844
3B,C1,factual_recall,63,arithmetic,C1_63_arithmetic,first_token_str,Q: What is 2 * 2? A:,4,ok,"[1.0,0.5,0.5]",27,0,-0.006994537786608808,-0.00444831380289177,0.0822682394473641,0.05232010409235954,4,19,0.05232010409235954,"[[""4"",0.993438184261322],[""The"",0.002924276515841484],[""Four"",0.0018587831873446703],[""Answer"",0.0005758241750299931],[""2"",0.00015257821360137314]]",0,0.993438184261322,4.496974945068359
3B,C1,factual_recall,64,arithmetic,C1_64_arithmetic,first_token_str,Q: What is 3 * 2? A:,6,ok,"[0.1,0.1,0.1]",27,0,-0.006470184395332373,-0.003497686282616644,0.07610090835778802,0.04113902896642685,6,21,0.04113902896642685,"[[""6"",0.9947059750556946],[""Six"",0.003531851340085268],[""*"",0.0007519744685851038],[""The"",0.0003664830874186009],[""Answer"",0.00014129182090982795]]",0,0.9947059750556946,4.65828013420105
3B,C1,factual_recall,65,arithmetic,C1_65_arithmetic,first_token_str,Q: What is 5 * 1? A:,5,ok,"[1.0,0.1,1.0]",27,0,-0.013665223040448007,-0.0073820275672028465,0.16072739550360926,0.08682581037282944,5,20,0.08682581037282944,"[[""5"",0.9883733987808228],[""The"",0.005351143889129162],[""Answer"",0.0032456328626722097],[""Five"",0.0006003816961310804],[""*"",0.0005910736508667469]]",0,0.9883733987808228,4.624124050140381
3B,C1,factual_recall,66,arithmetic,C1_66_arithmetic,first_token_str,Q: What is 1 * 7? A:,7,ok,"[1.0,0.5,0.5]",27,0,-0.009351932058258981,-0.004280483250830997,0.10999540060206696,0.050346117466688156,7,22,0.050346117466688156,"[[""7"",0.9938935041427612],[""1"",0.002042408799752593],[""The"",0.0016156781930476427],[""Seven"",0.0011637293500825763],[""*"",0.0002742588985711336]]",0,0.9938935041427612,4.620231866836548
3B,C1,factual_recall,67,arithmetic,C1_67_arithmetic,first_token_str,Q: What is 0 * 9? A:,0,ok,"[0.5,0.1,0.1]",27,0,-0.05044728121042429,-0.02927988392614828,0.59335000205923,0.3443836569786072,0,15,0.3443836569786072,"[[""0"",0.9324283599853516],[""The"",0.051788460463285446],[""Answer"",0.005208502057939768],[""*"",0.0013066672254353762],[""It"",0.0006368187605403364]]",0,0.9324283599853516,4.634117603302002
3B,C1,factual_recall,68,arithmetic,C1_68_arithmetic,first_token_str,Q: What is 4 * 1? A:,4,ok,"[0.1,0.1,0.1]",27,0,-0.032261331034171,-0.02303150757351479,0.3794507925157194,0.27089160680770874,4,19,0.27089160680770874,"[[""4"",0.949120819568634],[""The"",0.0335080660879612],[""8"",0.007713992148637772],[""Answer"",0.004001966677606106],[""*"",0.0017758618341758847]]",0,0.949120819568634,4.668809413909912
3B,C1,factual_recall,69,arithmetic,C1_69_arithmetic,first_token_str,Q: What is 2 * 4? A:,8,ok,"[0.1,1.0,1.0]",27,0,-0.007549610320386922,-0.00610655679960919,0.08879688244175028,0.07182399928569794,8,23,0.07182399928569794,"[[""8"",0.9909879565238953],[""Eight"",0.003410393139347434],[""2"",0.0015371845802292228],[""The"",0.00146679172758013],[""Answer"",0.0005654986016452312]]",0,0.9909879565238953,4.630883455276489
3B,C1,factual_recall,70,arithmetic,C1_70_arithmetic,first_token_str,Q: What is 10 - 3? A:,7,ok,"[0.1,0.1,0.1]",27,0,-0.0007306638234181609,-0.00045394291061443643,0.008593909735618918,0.005339178256690502,7,22,0.005339178256690502,"[[""7"",0.9995399713516235],[""The"",0.0001739555737003684],[""Seven"",0.00012049549695802853],["" "",1.7223934264620766e-05],[""1"",7.350272881012643e-06]]",0,0.9995399713516235,4.608443975448608
3B,C1,factual_recall,71,arithmetic,C1_71_arithmetic,first_token_str,Q: What is 8 - 2? A:,6,ok,"[0.1,1.0,1.0]",27,0,-0.0043456683501031336,-0.0026927338495734902,0.051112810494723146,0.03167135268449783,6,21,0.03167135268449783,"[[""6"",0.996109664440155],[""The"",0.0016706824535503983],[""Six"",0.0013850444229319692],[""4"",0.0004567391297314316],[""8"",6.683573155896738e-05]]",0,0.996109664440155,4.578429460525513
3B,C1,factual_recall,72,arithmetic,C1_72_arithmetic,first_token_str,Q: What is 9 - 4? A:,5,ok,"[1.0,0.5,0.5]",27,0,-0.0014754388186312753,-0.0007882568898802524,0.01735379201946435,0.009271306917071342,5,20,0.009271306917071342,"[[""5"",0.9991167187690735],[""Five"",0.0004106544074602425],[""The"",0.00019703403813764453],[""Answer"",3.644763273769058e-05],[""This"",2.8832449970650487e-05]]",0,0.9991167187690735,4.598550319671631
3B,C1,factual_recall,73,arithmetic,C1_73_arithmetic,first_token_str,Q: What is 6 - 1? A:,5,ok,"[0.5,0.5,1.0]",27,0,-0.0019481401798745626,-0.000906884247003274,0.022913603112101555,0.010666576214134693,5,20,0.010666576214134693,"[[""5"",0.9989938735961914],[""The"",0.000351208116626367],[""Five"",0.00022324133897200227],[""Answer"",0.0001022073338390328],[""This"",4.395883297547698e-05]]",0,0.9989938735961914,4.592812776565552
3B,C1,factual_recall,74,arithmetic,C1_74_arithmetic,first_token_str,Q: What is 7 - 3? A:,4,ok,"[0.1,1.0,1.0]",27,0,-0.014021327059208518,-0.009571078456670464,0.16491581389197596,0.11257295310497284,4,19,0.11257295310497284,"[[""4"",0.9793301224708557],[""The"",0.01850644126534462],[""Four"",0.0012593792052939534],[""It"",0.00023663032334297895],[""7"",0.00012085895286872983]]",0,0.9793301224708557,4.537354946136475
3B,C1,factual_recall,75,knowledge,C1_75_knowledge,first_token_str,Q: What is the chemical symbol for water? A:,H,ok,"[0.5,1.0,0.5]",27,0,-0.008632322630534414,-0.005177978956893878,0.10153151027582309,0.06090226769447327,H,39,0.06090226769447327,"[[""H"",0.9931190013885498],[""(H"",0.0026410147547721863],[""**"",0.0012281859526410699],[""The"",0.0006224142853170633],[""HO"",0.00028496203594841063]]",0,0.9931190013885498,4.624015808105469
3B,C1,factual_recall,76,knowledge,C1_76_knowledge,first_token_str,Q: What is the chemical symbol for table salt? A:,Na,ok,"[0.5,0.5,1.0]",27,0,-0.054626890458398976,-0.0351919505149989,0.6425096613389475,0.4139201045036316,Na,16589,0.4139201045036316,"[[""Na"",0.89933842420578],[""S"",0.08766602724790573],[""The"",0.0029074735939502716],[""It"",0.0016182527178898454],[""N"",0.0011385829420760274]]",0,0.89933842420578,4.602920293807983
3B,C1,factual_recall,77,knowledge,C1_77_knowledge,first_token_str,Q: What is the chemical symbol for gold? A:,Au,ok,"[1.0,0.5,0.5]",27,0,-0.0521954372037114,-0.04553885253179612,0.6139114344561541,0.5356181263923645,Au,66432,0.5356181263923645,"[[""Au"",0.906076967716217],[""The"",0.022157734259963036],[""A"",0.021143058314919472],[""AU"",0.0204925537109375],["" Au"",0.008813739754259586]]",0,0.906076967716217,4.661069393157959
3B,C1,factual_recall,78,knowledge,C1_78_knowledge,first_token_str,Q: What is the chemical symbol for silver? A:,Ag,ok,"[0.5,0.5,1.0]",27,0,-0.03218718511506679,-0.013886208305007683,0.37857870426442886,0.16332657635211945,Ag,9219,0.16332657635211945,"[[""Ag"",0.9788244962692261],[""The"",0.007187115494161844],[""Silver"",0.005056767724454403],[""**"",0.0014601510483771563],[""It"",0.0009879876160994172]]",0,0.9788244962692261,4.624538421630859
3B,C1,factual_recall,79,knowledge,C1_79_knowledge,first_token_str,Q: What is the chemical symbol for iron? A:,Fe,ok,"[1.0,1.0,0.1]",27,0,-0.015147856742398469,-0.006901162350906161,0.17816581218330949,0.0811699777841568,Fe,6251,0.0811699777841568,"[[""Fe"",0.9904760122299194],[""The"",0.002474400447681546],[""Iron"",0.002288446296006441],["" Fe"",0.000882274704053998],[""FE"",0.0006979367462918162]]",0,0.9904760122299194,4.5723512172698975
3B,C1,factual_recall,80,knowledge,C1_80_knowledge,first_token_str,Q: What is the chemical symbol for carbon? A:,C,ok,"[1.0,1.0,0.1]",27,0,-0.009917565851953684,-0.005071378329504712,0.1166482628495605,0.05964845418930054,C,34,0.05964845418930054,"[[""C"",0.9933058023452759],[""The"",0.0018585349898785353],[""Carbon"",0.0010840739123523235],[""'C"",0.0009418597328476608],[""**"",0.0008575730607844889]]",0,0.9933058023452759,4.717086315155029
3B,C1,factual_recall,81,knowledge,C1_81_knowledge,first_token_str,Q: What is the chemical symbol for oxygen? A:,O,ok,"[1.0,0.1,1.0]",27,0,-0.006651881396682135,-0.002605038262318616,0.07823798915854206,0.030639896169304848,O,46,0.030639896169304848,"[[""O"",0.9964075684547424],[""**"",0.00159465370234102],[""The"",0.0013428330421447754],[""o"",9.958125156117603e-05],[""0"",4.6309582103276625e-05]]",0,0.9964075684547424,4.85095739364624
3B,C1,factual_recall,82,knowledge,C1_82_knowledge,first_token_str,Q: Who wrote the play Romeo and Juliet? A:,Shakespeare,ok,"[1.0,0.5,1.0]",27,0,-0.0394203468149838,-0.02372866214600481,0.46365358652891936,0.27909138798713684,William,45887,0.27909138798713684,"[[""William"",0.9528092741966248],[""Sh"",0.029685677960515022],[""Will"",0.007389351259917021],[""The"",0.002455861307680607],[""It"",0.001133193727582693]]",1,0.029685677960515022,4.641279458999634
3B,C1,factual_recall,83,knowledge,C1_83_knowledge,first_token_str,Q: Who wrote the play Hamlet? A:,Shakespeare,ok,"[1.0,0.1,1.0]",27,0,-0.01321627041080745,-0.010517333542070299,0.15544691185156503,0.12370260059833527,William,45887,0.12370260059833527,"[[""William"",0.9849389791488647],[""Will"",0.00481755705550313],[""Sh"",0.003636482637375593],[""The"",0.0017043852712959051],[""W"",0.0007330469670705497]]",2,0.003636482637375593,4.598547697067261
3B,C1,factual_recall,84,knowledge,C1_84_knowledge,first_token_str,Q: Who painted the Mona Lisa? A:,Leonardo,ok,"[0.1,1.0,1.0]",27,0,-0.023426058425565374,-0.017054422988923495,0.2755322285272457,0.20059043169021606,Leon,73004,0.20059043169021606,"[[""Leon"",0.9622706174850464],[""The"",0.030932137742638588],[""Le"",0.0012278110953047872],[""Leo"",0.0009865739848464727],["" Leonardo"",0.0007447050884366035]]",0,0.9622706174850464,4.5938401222229
3B,C1,factual_recall,85,knowledge,C1_85_knowledge,first_token_str,Q: Who developed the theory of general relativity? A:,Einstein,ok,"[1.0,0.5,1.0]",27,0,-0.015407524063836343,-0.013279550623666382,0.18121996301191826,0.15619120001792908,Albert,67722,0.15619120001792908,"[[""Albert"",0.9752967357635498],[""A"",0.011714962311089039],[""Al"",0.009267297573387623],[""Is"",0.0006160385673865676],[""It"",0.0004723331949207932]]",5,0.00037364629679359496,4.690272092819214
3B,C1,factual_recall,86,knowledge,C1_86_knowledge,first_token_str,Q: Who wrote the novel Pride and Prejudice? A:,Austen,ok,"[0.1,0.1,0.1]",27,0,-0.011747915644034126,-0.010391355474212435,0.13817644091667952,0.12222087383270264,Jane,63602,0.12222087383270264,"[[""Jane"",0.9826124906539917],[""The"",0.009336811490356922],[""It"",0.002252610633149743],[""J"",0.001754334894940257],["" Jane"",0.00123432872351259]]",5,0.0004366885113995522,4.618544578552246
3B,C1,factual_recall,87,knowledge,C1_87_knowledge,first_token_str,Q: Who wrote the novel 1984? A:,Orwell,ok,"[1.0,0.5,1.0]",27,0,-0.01167809775918279,-0.008111920448888789,0.13735525806744894,0.09541065245866776,George,40052,0.09658930450677872,"[[""George"",0.9844383597373962],[""Ge"",0.012986964546144009],[""The"",0.0008700723992660642],["" George"",0.0002378645440330729],[""It"",0.00020187303016427904]]",12,4.1012994188349694e-05,4.520450830459595
3B,C1,factual_recall,88,knowledge,C1_88_knowledge,first_token_str,"Q: At sea level, what is the boiling point of water in Celsius? A:",100,ok,"[0.5,1.0,1.0]",27,0,-0.008668826581739937,-0.003698092978958009,0.1019608618484603,0.04349616914987564,100,1041,0.04349616914987564,"[[""100"",0.9956451058387756],[""0"",0.001998612657189369],[""99"",0.00032882363302633166],[""The"",0.00022599696239922196],[""Bo"",0.00016534289170522243]]",0,0.9956451058387756,4.568334102630615
